,Review_Page_Number,Ratings,Title,Posting_Date,Used_For,Review_Body,Whether_Recommended
648,1868,5,Great everyday use headphones!,2019-10-10 17:31:00,5 months,"As a music enthusiast headphones are probably my most used tech product (aside from my phone) it took me quite some time to jump on board the Airpods band wagon but I have zero regrets. If you are on the fence and debating if it’s worth it read below I have broken it down as simple as possible to tell you why it’s worth all the fuss. 

Design and Comfort: 
Apple’s style is very distinctive and if you have even owned any apple product you know everything they design is slick and easy to carry. They fit anywhere and come in their own little charging case to keep them fully charged. The airpods themselves fit easily within your ears despite the shape of your ear canal. I was a bit hesitant at first if they were good throughout a full work but I have used these while doing a high intensity spinning class and while doing HIIT workouts and they remain safe and secure within my ears without falling out. Aside from the fact that they remain within my ear they also cause no discomfort even during long listening periods. In fact they are so comfortable I use them to talk over the phone in order to be hands free. If you ask me they nailed it. 

Sound Quality:
By far the number one reason you purchase headphones is if the sound quality is worth it. I will tell you the rest of the wireless headphones have some competition because the sound is quite impressive. The bass sounds great without overpowering the song during a workout and gives a crisp sound while listening to podcast. 

Connectivity: 
Apple has made syncing your aipods straight out of the box to your phone the easiest process ever. Simply open the Airpods case next to your phone and select the option on your screen to pair them. 1, 2, 3 and you are good to go. Each time you put an airpod in your ear it automatically connects and plays whatever you are listening to on your phone. In addition to that they also automatically disconnect when you take them off which personally is my favorite feature. It’s so simple you will wonder why isn’t everything as simple as this. 

Final Verdict: 
There are no negative reviews or bad experiences I have had with these. I highly recommend going into the store and taking a peak for yourself but you will not be disappointed with your purchase. They are an everyday for every type of use headphones.",1
649,1868,3,Good but not that perfect,2019-08-16 17:12:00,3 weeks,"The AirPods are great but they get dirty really really easy. Also, the microphone is terrible. I tried to call my friends and everyone said that they couldn't understand me.
And the case get scratched very easy. So, buy a case!!",1
650,1868,5,AirPod,2023-05-12 17:29:00,3 weeks,I was surprised at how good sound is and how easy to connect good value,1
651,1868,3,IPods,2021-02-26 17:06:00,3 weeks,The AirPods does not automatically connect but it’s after the 15 day return policy. I had someone reconnect and they are not connecting to the iPhone.,0
652,1868,5,Lee1109,2023-04-15 04:21:00,1 month,The sound quality is amazing.  Noise cancellation is perfect.  Love love love my new air pods.,1
653,1868,1,Garbage microphone when battery is low,2022-03-27 01:41:00,2 weeks,"These are absolute garbage, I’m returning these. way back when I think I had the first generation and i never had any issues with the Microphone or fit but with these 2nd generation I’ve noticed when the battery gets on the low side when I’m talking on the phone the person can’t hear me good enough talking then also the right ear phone doesn’t stay in, these are way too expensive at the very least to have the first issue, I don’t care for the 3rd generation but I will see how they do if their trash i’m returning them and finding the first generation somewhere, I’m so tired of the companies man, they create 3 different products with slightly different things just to annoy it seems almost, power beats are better their just too bulky plus the battery life is better like omg it’s so annoying",0
654,1868,2,Defiantly not an Apple Product Performance,2021-03-19 21:31:00,3 months,"I really didn't think these were worth all the hype.  Sound quality is just ok and volume is poor.  My hearing is very good I would say, and sitting in my quite office I have them turned up 3/4 volume just to feel like I can understand voice dialog.  I debated up to the last day to return and now I regret that I didn't.  Our house has countless Apple products, Imac, pads, watches, phone, ipods for probably 20 years.  I know Apple and these are poor.",0
655,1868,3,Meh Apple stuff,2020-12-16 18:20:00,less than 1 week,"Present for the wife, guess this is the price you pay for buying apple, pay for everything that used to be included.",0
656,1868,3,"Great AirPods, but painful",2020-05-22 18:33:00,4 months,Loved the functionality of these AirPods and how easy they were to use and set up. I wished they were more comfortable. Had to return them as they hurt my ears after using them for 30 minutes.,1
657,1868,2,Could be more reliable,2021-04-25 19:25:00,1 month,Bought two pairs and one ear bud from one set just would never work.  Tried every trick we could find online but left bud would not produce sound.  Very disappointing for new product.  Definitely get the AppleCare program with these as we have had several pairs lose volume/clarity within 1.5-2 yrs with average usage and good care taken of them.  Have had couple pairs of Beats ear buds and they have lasted much longer than the AirPods.,0
658,1868,5,Apple airpods,2023-05-06 10:06:00,3 months,My favorite pair of headphones yet! super comfortable and charge super fast,1
659,1868,3,Airpods,2021-11-07 15:21:00,1 month,When i used the airpods for the first time they were loud but later on they started to get quieter,0
660,3028,5,So useful!,2019-09-27 21:45:00,less than 1 week,"This is the best investment I’ve made, audio is great and it’s very useful for hands free calling!",1
661,3028,3,Sounds good but ear fit is real bad for me.,2020-05-12 05:15:00,2 weeks,They sound real good but I sometimes have issues with earbuds not fitting snug in my ears. I read the reviews and even used the buds that come with the iPhone which stayed in decent. These buds constantly feel like they are about to fall out and normally do several times a day. I got some tips/hooks that make them fit great but I have to take them on and off every time I want to charge them so it really ruins the convenience I wanted with these.  Want to return them but don’t know if I feel like dealing with that with everything going on.,0
662,3028,5,Great!,2020-01-17 15:54:00,1 month,We purchased these for my daughter and alphabets been thrilled with the price and quality,1
663,3028,5,Like it,2019-07-22 18:26:00,Not Available,Like it very much. Battery life is good. Don't see a reason to pay 40 dollars more for a wireless case.,1
664,3028,5,Perfect!,2020-04-17 19:03:00,1 week,Great and easy to use. Posted up with my iPhone as soon as I put the ear buds in.,1
665,3028,5,Christmas gift,2021-02-06 00:24:00,1 month,"My daughter love them, nice sound and light weight",1
666,3028,5,Great product for its value,2020-05-09 08:08:00,1 month,good products and easy to use . Apple products are pricey but the value is good,1
667,3028,5,super good pdt!,2020-04-17 15:38:00,1 month,"1. No drop calls....it's Apple!!!!
2.Sticks to the ear well
3. great battery life",1
668,3028,4,I love AirPods,2020-10-21 17:03:00,less than 1 week,Air pods are nice! I had the pros and lost them. I went back to regular air pods because the pros really are worth the money. They are nice just not $250 nice lol.,1
669,3028,5,AirPods,2020-12-25 19:54:00,3 weeks,"Love these headphones, so easy to use and great quality",1
670,3028,5,Airpod,2020-12-25 19:52:00,Not Available,"Amazing price for this item 
Works fantastic love !!!!!",1
671,3028,5,Air Pods,2020-11-20 18:28:00,1 month,"Works very well great purchase! Great price, great quality!",1
672,3028,5,Great product,2020-08-29 06:27:00,1 month,"For the price is a great product , plus it has a really good design.",1
673,3028,5,Love them,2020-01-05 09:02:00,1 month,My daughters love the AirPods. They are easy to use and don’t need to deal with the cords.,1
674,3028,5,Perfect for the phone,2021-02-05 16:14:00,1 month,Great product: easy to wear and high quality sound,1
675,3028,5,Awesome Apple quality,2019-06-09 23:42:00,Not Available,Great headphones! I love the Siri integration and longer battery life. Another high quality Apple product!,1
676,3028,5,Great clarity!,2019-12-23 23:46:00,3 weeks,These AirPods go great with the Mac laptop that my granddaughter uses for her college work!,1
677,3028,5,More than what I expected!,2019-11-16 23:01:00,1 month,My 13 year old loves these! They pair easily and have great sound! I want a pair for myself :),0
678,3028,5,Aipo,2020-11-29 07:43:00,3 months,I love them. They are very loud & has a good quality sound,1
679,3028,5,Air pods,2020-12-16 19:11:00,1 week,Great mobility! Easy to transport and charge. Nice idea!,1
680,1606,5,Excellent Choice,2020-01-31 17:01:00,Not Available,My son is really enjoying this product.  Excellent Choice!,1
681,1606,5,Love my AirPods,2019-05-31 16:43:00,Not Available,"Very convenient, cordless, great while driving. Highly recommend this item!",1
682,1606,5,Love them,2020-01-31 15:35:00,Not Available,I don't have to worry about wires being caught to anything,1
683,1606,3,They slip off ear.,2022-11-19 18:33:00,3 weeks,Bought these for my daughter and unfortunately ibhad to return them because they kept on coming off her ear.,0
684,1606,5,It’s great.,2020-01-18 12:21:00,3 weeks,They are great headphones if you want to lose things a lot.,1
685,1606,5,Awesome,2020-01-05 03:19:00,3 weeks,I absolutely love these ear pods. I recommend them to anyone,1
686,1606,5,Love them,2019-11-25 09:21:00,1 month,Had to get these to replace the ones our puppy ate. Work great.,1
687,1606,5,Perfect!,2020-05-09 20:24:00,1 month,Apple airpods are by far the best for use w iphone,1
688,1606,5,My son loves them!,2019-08-16 15:46:00,3 weeks,"He uses them a bit too much :), but other than that no complains here.",1
689,1606,5,Great product,2019-08-16 15:40:00,1 month,These work great and have a lot of handy features I didn’t know about!,1
690,1606,5,Great product,2020-01-04 21:48:00,3 weeks,Bluetooth connectivity is seem less. Very convenient to use.,1
691,1606,5,Great product,2020-01-17 21:55:00,3 weeks,Never can find a good product until you try Apple products.,1
692,1606,5,SUPER!!,2019-06-15 13:00:00,3 weeks,"I love it, enjoying every time I’m using it; great quality and very comfy.",1
693,1606,5,Awesome,2019-10-13 17:30:00,1 month,"These headphones are amazing, I wish I would’ve got long time ago.",1
694,1606,5,Great product,2020-01-17 17:41:00,1 month,These are great quality and are exactly what was described.,1
695,1606,5,Just Perfect,2020-01-17 17:25:00,1 month,Great value for the brand. Work perfectly. I recommend them,1
